"","ÇiÇs","ÉZÉuÉì","êMâzâª","â‘â§","ïêìc","ÉAÉXÉeÉâÉX","êVì˙ìSèZã‡","ÉRÉ}Éc","ì˙óß","ìåé≈","ÉpÉiÉ\ÉjÉbÉN","É\ÉjÅ[","ÉtÉ@ÉiÉbÉN","ì˙éYé©","ÉgÉàÉ^","ÉzÉìÉ_","ÉLÉÑÉmÉì","éOà‰ï®","éOïHè§","éOïHÇtÇeÇi","éOà‰èZóFÇeÇf","Ç›Ç∏ÇŸÇeÇf","ñÏë∫","ìåãûäCè„","ïHínèä","ÇiÇqìåì˙ñ{","ÇmÇsÇs","ÇmÇsÇsÉhÉRÉÇ","É\ÉtÉgÉoÉìÉN"
"1",-2.3327191657974,-0.208811936386244,-1.03034683697238,-0.392071946374628,-0.55788150270395,-0.126182982042167,-1.25787822068597,-1.04644512793035,0,-1.20725812342686,0,-0.217865009922225,-0.0795228670138926,-1.51518050206025,-1.69186321163295,-0.627748451913934,1.94489162743938,0.0910332334145281,-0.352983070352497,-0.823049913651541,-1.56963156473182,-1.58733491562897,-1.44406841547937,0.250438397861608,-2.71387075992982,0.193236775105454,1.73222186043578,0,-1.75583122133798
"2",-0.131204917138383,0,1.14417724197846,-0.349803592370002,-0.139958035442334,-0.76045993852194,0.630916919326463,-1.1904902506318,-0.230680609791545,0.806455983672993,-1.16960397631916,1.19242605297361,0.317712737467346,0.76045993852194,0.167140269563681,0.0839278269995525,2.33110788684465,-0.547446622708225,-1.13799236627621,-0.275862243907898,-0.291849279491352,0,0,-1.05608223177427,-0.967526552341802,0.192864090640477,1.83251201258798,-0.952388151125483,2.85733724440576
"3",-0.0437732552404313,-2.49748430490921,-0.570452202964233,-1.85681727288678,-1.98026272961798,-0.894574655845837,-1.90481949706944,0.0665114756810858,-1.16145324206931,3.16231884305127,-0.9852296443011,0.107700602763749,0.237623874188309,-2.14403312378693,0.366728198973298,-1.05419487775658,-1.89965006906547,-1.01150287701124,-1.29591446425055,-0.554018037561566,-0.208986491945939,0,1.80185055026776,0.202020270727665,1.44780191806531,-0.192864090640477,-0.52015721960732,-0.239521072595394,0
"4",-0.0876040353879226,1.65784880961857,1.92640518152754,1.85681727288678,1.27751914887231,0.63979744796594,0,0.662692948760846,2.53762174933749,3.81725735050296,0.197824001210556,-0.756351525724419,1.72553300907605,4.98216237760944,2.95103381493895,3.08872633758472,-2.1761491781513,-0.463178225003791,0,2.19789067187754,2.02947532903641,2.37165266173154,2.46926125903721,1.15376248507362,2.90070927590858,1.3423020332139,0.52015721960732,0.478469812333593,-2.05540832774371
"5",0.742199434116042,-4.30729802765741,1.6694878572169,0.437063632810908,0.140944350323302,-1.41299717629852,1.27390257774298,2.1562416575672,0,0.746272120158942,1.56865961676997,2.78092786984274,0.233009814162344,-1.48370674304674,-1.62870049746999,-0.453141867048501,-1.6535968640099,0.832182333749198,0.361664047018895,-0.272109011436061,-0.493219248931887,0,-0.349040493976904,0.497513464011323,0.464345776295438,-0.19065782705816,0.775197680431816,-0.398565693020458,-2.5891413932742
"6",-2.68916358913112,0.263736416608573,-2.11943237333987,-0.964074075234578,0.841519692528436,0.5161301780225,2.50013022054167,-3.48604848803031,-3.94940990391595,-2.25573474240743,-3.56473387302376,-3.65239308008718,-1.56375352247995,-1.96232711841402,-1.48886124937508,-2.55083870275241,-1.39232388446091,0.459348533919002,-1.23503204389435,-2.20394595662921,-0.993796999013252,-2.37165266173154,-3.19743046325138,0.049615481047649,1.51070196544616,-1.15164420615574,-1.55645165411116,-0.560674276123585,-1.15417604401706
"7",-3.82560311555364,1.00459460282387,-2.74302912261515,-1.50845806154285,-1.54823641483759,-2.3438572972017,-1.86921330121521,0.999009307508647,-2.88481543376582,-4.27249446663414,-3.69651942334714,-1.87747093953536,-1.90936588155797,1.21213605323449,-1.91828194167734,-1.15017242390119,-2.50535024455507,-0.828352642664409,-1.02866447102752,-0.839165763624816,-1.25629793007054,-0.803217169726445,-3.67688477870889,-0.597016698650421,0.0651678094095942,1.15164420615574,-1.58106060266423,-0.644643650631949,-3.16738067735454
"8",3.51233367161985,-1.35639795599181,1.38091952741863,-0.134198186098367,0.141743468097388,0,0,-1.06596612286589,-1.22700925918151,0.790517950711322,0,-0.895862654489132,-2.68636422695483,-1.21213605323449,-1.36847842088423,-0.644747559096981,1.59399348104357,0.0923787594564018,-0.444116199996802,-0.281294137661448,-0.973964929755855,-0.809721023262,-0.751883241402762,-0.701054448621719,-2.37321619186996,2.07750625749661,0.925320548048347,-0.64882628264531,-1.37885673032123
"9",3.82548294671645,0.571053605434724,2.4831975701181,1.28976660043909,0.141542840333031,1.3089192110014,5.50597771830272,3.42363917926551,-0.247218914538827,0.78431774610257,1.04059211611158,2.11471430873891,0.41169263582681,1.51288815963007,1.06219946782966,0.815980477648193,2.22231367847101,0.644272822219882,-0.37160949490147,0.561799230422277,0.212539931231337,-1.63938097756757,0.751883241402762,3.01928403538421,2.04695162838835,0,0.393959800407906,-0.162866485512403,-18.4754225239513
"10",0.730714620330097,0.611355615930265,-0.111544908386563,-1.02155007844518,0.704724551540181,-1.70495933261119,1.18344576470033,4.24517337347279,1.96084713883762,2.31670592815343,1.02987522005753,0.767968667422725,1.71083602570139,1.34230203321408,2.05775518466229,3.81837869701593,1.85489189105956,0.731264684628652,0.37160949490147,0,0.254453063499493,0.823049913651541,-0.375234961855053,-0.390816325475818,-1.24960521137414,0.186741417479475,-1.85190477672368,-0.326530902373889,-5.44848449973729
